username,timestamp,attempt_count,time_since_first,success,label
user_7114,44:12.0,2,1.117542,0,brute_force
user_1872,44:12.8,9,1.932061,0,brute_force
user_5067,44:47.9,2,37,0,normal
user_1390,44:11.3,15,0.401791,0,brute_force
user_3635,44:20.9,2,10,1,normal
user_8652,44:12.5,4,1.576933,0,brute_force
user_9457,47:41.9,1,211,0,normal
user_2248,44:10.9,6,0.034739,0,brute_force
user_1908,47:38.9,1,208,1,normal
user_6585,45:15.9,1,65,1,normal
user_7074,44:11.0,3,0.102705,0,brute_force
user_6616,44:12.6,7,1.654236,0,brute_force
user_7112,47:36.9,2,206,0,normal
user_7402,47:58.9,1,228,1,normal
user_1597,44:11.7,5,0.84379,0,brute_force
user_6281,44:12.2,3,1.33921,0,brute_force
user_6376,45:54.9,1,104,0,normal
user_2902,46:28.9,1,138,0,normal
user_1697,47:14.9,2,184,0,normal
user_9678,44:11.8,10,0.868533,0,brute_force
user_3240,44:37.9,3,27,1,normal
user_1519,47:16.9,2,186,1,normal
user_1152,44:12.2,12,1.292501,0,brute_force
user_1597,44:11.8,7,0.915028,0,brute_force
user_7012,44:25.9,3,15,1,normal
user_1303,48:38.9,1,268,0,normal
user_7556,44:12.5,1,1.614062,0,brute_force
user_3510,47:39.9,1,209,1,normal
user_7541,48:49.9,1,279,0,normal
user_6983,44:38.9,1,28,0,normal
user_1287,44:11.1,2,0.190093,0,brute_force
user_7726,47:55.9,1,225,0,normal
user_4093,46:56.9,2,166,0,normal
user_2248,44:11.7,5,0.784829,0,brute_force
user_5087,47:03.9,1,173,1,normal
user_3587,44:11.8,5,0.862527,0,brute_force
user_6207,44:35.9,2,25,1,normal
user_4342,46:28.9,1,138,1,normal
user_1938,46:59.9,1,169,1,normal
user_7239,46:20.9,1,130,0,normal
user_1597,44:11.5,4,0.586188,0,brute_force
user_5872,44:12.3,4,1.43266,0,brute_force
user_4436,44:36.9,3,26,1,normal
user_3955,44:24.9,1,14,0,normal
user_1872,44:12.0,6,1.056727,0,brute_force
user_7104,48:20.9,3,250,1,normal
user_7404,45:58.9,2,108,1,normal
user_7412,45:27.9,1,77,1,normal
user_7409,44:11.8,5,0.889981,0,brute_force
user_3433,46:31.9,1,141,0,normal
user_2341,47:18.9,1,188,0,normal
user_3591,44:12.3,1,1.438561,0,brute_force
user_3542,44:12.2,14,1.253974,0,brute_force
user_2230,44:12.7,6,1.807939,0,brute_force
user_6979,44:12.6,3,1.716244,0,brute_force
user_1081,48:33.9,1,263,0,normal
user_6062,46:46.9,3,156,1,normal
user_6117,48:39.9,1,269,1,normal
user_5354,44:12.0,3,1.084485,0,brute_force
user_7782,45:19.9,1,69,0,normal
user_5488,45:19.9,1,69,0,normal
user_8359,48:13.9,1,243,0,normal
user_8243,44:12.5,4,1.563344,0,brute_force
user_6530,49:05.9,1,295,1,normal
user_5959,44:55.9,1,45,1,normal
user_1676,48:38.9,1,268,0,normal
user_3265,48:26.9,1,256,1,normal
user_4673,47:03.9,1,173,0,normal
user_3049,44:31.9,1,21,0,normal
user_6219,45:00.9,1,50,0,normal
user_1722,47:05.9,1,175,0,normal
user_1985,49:08.9,1,298,1,normal
user_7556,44:12.9,5,1.970759,0,brute_force
user_1287,44:12.1,4,1.169699,0,brute_force
user_2155,48:34.9,2,264,0,normal
user_7474,44:12.4,3,1.539833,0,brute_force
user_4935,45:15.9,2,65,1,normal
user_6494,44:12.3,14,1.377076,0,brute_force
user_7731,45:16.9,1,66,0,normal
user_8271,46:25.9,3,135,1,normal
user_4645,44:39.9,2,29,1,normal
user_6135,44:12.5,7,1.644283,0,brute_force
user_1287,44:12.9,5,1.97479,0,brute_force
user_2010,45:19.9,3,69,1,normal
user_8692,45:53.9,1,103,0,normal
user_9062,46:16.9,2,126,0,normal
user_6174,48:34.9,1,264,0,normal
user_9264,46:45.9,2,155,0,normal
user_2532,44:11.9,11,0.990278,0,brute_force
user_4611,45:15.9,1,65,0,normal
user_8574,46:58.9,1,168,0,normal
user_4223,48:13.9,2,243,0,normal
user_6616,44:12.1,4,1.233037,0,brute_force
user_5590,46:43.9,2,153,0,normal
user_6795,46:18.9,1,128,0,normal
user_6126,46:54.9,1,164,1,normal
user_5072,47:45.9,3,215,1,normal
user_5245,48:11.9,1,241,0,normal
user_5004,47:36.9,1,206,1,normal
user_9947,45:26.9,1,76,0,normal
user_5884,46:02.9,3,112,1,normal
user_5067,45:59.9,1,109,0,normal
user_9445,44:12.3,10,1.42034,0,brute_force
user_8911,47:26.9,2,196,1,normal
user_1658,45:25.9,1,75,1,normal
user_4601,45:47.9,3,97,1,normal
user_5938,44:12.5,10,1.62809,0,brute_force
user_7166,46:01.9,2,111,0,normal
user_2403,44:10.9,4,0.043983,0,brute_force
user_5938,44:12.0,2,1.072684,0,brute_force
user_8199,45:40.9,1,90,1,normal
user_4984,44:50.9,1,40,0,normal
user_2301,48:22.9,1,252,0,normal
user_4635,48:29.9,3,259,1,normal
user_9445,44:11.0,4,0.066829,0,brute_force
user_6631,44:10.9,6,0.005725,0,brute_force
user_8360,46:06.9,1,116,1,normal
user_4688,49:10.9,1,300,1,normal
user_6539,48:16.9,1,246,0,normal
user_8677,47:10.9,3,180,1,normal
user_4540,49:10.9,1,300,1,normal
user_7282,44:11.2,3,0.311301,0,brute_force
user_7795,44:12.3,5,1.36155,0,brute_force
user_8930,47:38.9,3,208,1,normal
user_4135,44:10.9,8,2.10E-05,0,brute_force
user_9791,49:09.9,3,299,1,normal
user_9769,45:58.9,1,108,0,normal
user_3334,44:11.5,2,0.557589,0,brute_force
user_2884,48:20.9,2,250,0,normal
user_8672,44:11.6,5,0.679426,0,brute_force
user_3955,48:45.9,3,275,1,normal
user_6168,44:12.9,7,1.957493,0,brute_force
user_3874,44:12.5,9,1.607788,0,brute_force
user_2908,44:12.2,5,1.268882,0,brute_force
user_6268,46:29.9,2,139,1,normal
user_5251,48:56.9,1,286,1,normal
user_9104,48:47.9,1,277,0,normal
user_3113,47:38.9,1,208,0,normal
user_7674,47:57.9,1,227,1,normal
user_1264,48:08.9,1,238,0,normal
user_3276,44:11.5,2,0.633314,0,brute_force
user_2234,45:11.9,1,61,0,normal
user_4548,46:33.9,2,143,1,normal
user_3591,44:12.4,7,1.514291,0,brute_force
user_1161,45:06.9,1,56,1,normal
user_3397,44:12.9,4,1.998614,0,brute_force
user_7611,45:27.9,3,77,1,normal
user_6115,44:11.1,7,0.189442,0,brute_force
user_4324,44:12.0,9,1.13136,0,brute_force
user_5450,48:24.9,1,254,0,normal
user_1861,44:53.9,2,43,1,normal
user_3435,44:49.9,1,39,0,normal
user_8881,46:29.9,1,139,0,normal
user_7158,44:26.9,1,16,0,normal
user_4216,44:31.9,3,21,1,normal
user_5156,44:11.3,11,0.44457,0,brute_force
user_4085,44:11.3,9,0.368276,0,brute_force
user_5265,44:11.6,5,0.731059,0,brute_force
user_9297,44:11.4,10,0.496625,0,brute_force
user_1954,44:11.5,4,0.550778,0,brute_force
user_7764,44:11.2,5,0.333907,0,brute_force
user_6905,47:16.9,2,186,1,normal
user_5265,44:11.0,9,0.105469,0,brute_force
user_7294,47:55.9,1,225,1,normal
user_7323,49:09.9,1,299,0,normal
user_1676,47:49.9,2,219,1,normal
user_7372,48:21.9,1,251,1,normal
user_4093,47:06.9,3,176,1,normal
user_5442,44:11.5,9,0.558733,0,brute_force
user_7966,47:16.9,2,186,0,normal
user_4917,46:46.9,2,156,0,normal
user_5442,44:12.1,8,1.180555,0,brute_force
user_7362,44:11.7,6,0.808111,0,brute_force
user_7541,46:30.9,2,140,1,normal
user_4786,45:58.9,1,108,0,normal
user_6159,44:12.0,9,1.069446,0,brute_force
user_3276,44:12.4,7,1.507557,0,brute_force
user_5245,48:17.9,3,247,1,normal
user_3874,44:11.0,2,0.073943,0,brute_force
user_5265,44:12.1,4,1.190792,0,brute_force
user_7185,44:12.5,13,1.561368,0,brute_force
user_9152,44:20.9,1,10,0,normal
user_6115,44:12.3,13,1.410658,0,brute_force
user_3131,44:11.9,2,0.993662,0,brute_force
user_2532,44:53.9,1,43,1,normal
user_3037,46:37.9,2,147,1,normal
user_5381,48:29.9,1,259,0,normal
user_2060,47:45.9,1,215,0,normal
user_5442,44:12.8,2,1.854011,0,brute_force
user_6029,44:12.1,7,1.227888,0,brute_force
user_4358,46:29.9,1,139,1,normal
user_4099,46:02.9,1,112,0,normal
user_2498,47:17.9,1,187,1,normal
user_9445,44:12.7,13,1.824824,0,brute_force
user_2658,44:11.8,8,0.891776,0,brute_force
user_4094,46:33.9,2,143,0,normal
user_3732,47:29.9,1,199,1,normal
user_3591,44:11.0,4,0.11153,0,brute_force
user_5973,49:07.9,1,297,0,normal
user_8380,44:12.4,12,1.482255,0,brute_force
user_6159,44:11.4,8,0.505489,0,brute_force
user_3501,44:11.5,3,0.595735,0,brute_force
user_2603,44:11.9,4,0.9851,0,brute_force
user_9721,44:40.9,1,30,0,normal
user_7062,47:48.9,1,218,0,normal
user_2908,44:12.6,15,1.683661,0,brute_force
user_7474,44:12.3,13,1.425099,0,brute_force
user_4124,48:12.9,1,242,0,normal
user_6569,46:18.9,1,128,1,normal
user_4996,44:28.9,1,18,0,normal
user_4069,44:39.9,1,29,0,normal
user_6795,47:43.9,3,213,1,normal
user_3452,47:16.9,3,186,1,normal
user_1724,48:56.9,1,286,0,normal
user_9818,45:02.9,3,52,1,normal
user_4566,45:19.9,1,69,1,normal
user_6029,44:11.9,6,1.019421,0,brute_force
user_8661,47:38.9,3,208,1,normal
user_4497,48:24.9,2,254,0,normal
user_5156,44:12.5,6,1.607452,0,brute_force
user_6159,44:12.1,5,1.156446,0,brute_force
user_4611,46:51.9,3,161,1,normal
user_7185,44:10.9,15,0.042643,0,brute_force
user_6421,44:42.9,2,32,0,normal
user_5872,44:11.5,14,0.62817,0,brute_force
user_5453,45:06.9,1,56,1,normal
user_6832,47:48.9,2,218,1,normal
user_1969,47:55.9,1,225,0,normal
user_7362,44:11.5,7,0.639515,0,brute_force
user_6154,46:25.9,1,135,0,normal
user_1879,48:46.9,3,276,1,normal
user_1853,44:50.9,1,40,0,normal
user_9678,44:11.3,3,0.417965,0,brute_force
user_8946,47:30.9,1,200,1,normal
user_2603,44:12.7,1,1.81518,0,brute_force
user_2603,44:12.8,8,1.928099,0,brute_force
user_4652,46:20.9,2,130,0,normal
user_7362,44:11.4,4,0.503546,0,brute_force
user_2230,44:12.6,13,1.717315,0,brute_force
user_3112,47:54.9,2,224,0,normal
user_6268,49:02.9,1,292,0,normal
user_4106,47:36.9,1,206,1,normal
user_4085,44:12.9,8,1.997876,0,brute_force
user_8243,44:12.5,1,1.599289,0,brute_force
user_9297,44:12.1,4,1.233968,0,brute_force
user_8514,44:12.3,8,1.38355,0,brute_force
user_7622,46:21.9,1,131,0,normal
user_8869,44:11.6,8,0.735724,0,brute_force
user_4504,44:12.0,8,1.101734,0,brute_force
user_9334,48:27.9,1,257,1,normal
user_2532,44:11.4,1,0.524575,0,brute_force
user_3928,44:21.9,2,11,0,normal
user_6494,44:11.5,4,0.59812,0,brute_force
user_4052,45:36.9,1,86,0,normal
user_7610,48:39.9,3,269,1,normal
user_1216,47:34.9,3,204,1,normal
user_6979,44:11.3,8,0.439024,0,brute_force
user_5450,48:55.9,3,285,1,normal
user_3255,45:27.9,1,77,0,normal
user_5949,47:37.9,1,207,1,normal
user_6007,44:12.1,6,1.181227,0,brute_force
user_9607,46:06.9,2,116,1,normal
user_3387,44:11.6,7,0.662062,0,brute_force
user_1132,44:11.5,6,0.565533,0,brute_force
user_3628,48:05.9,1,235,0,normal
user_3329,46:49.9,1,159,0,normal
user_2966,44:11.5,3,0.556027,0,brute_force
user_6029,44:11.3,4,0.395816,0,brute_force
user_2026,44:12.1,9,1.250162,0,brute_force
user_9084,44:31.9,1,21,1,normal
user_9774,46:33.9,3,143,1,normal
user_5331,46:40.9,1,150,1,normal
user_6363,46:59.9,2,169,1,normal
user_1770,48:22.9,3,252,1,normal
user_3255,46:54.9,2,164,0,normal
user_3397,44:12.1,5,1.236961,0,brute_force
user_6941,46:16.9,1,126,0,normal
user_1274,44:11.9,2,0.992109,0,brute_force
user_4504,44:11.8,7,0.939993,0,brute_force
user_4324,44:12.5,13,1.640432,0,brute_force
user_1872,44:12.5,1,1.627482,0,brute_force
user_5113,44:48.9,2,38,1,normal
user_4707,45:00.9,1,50,0,normal
user_3756,45:35.9,1,85,1,normal
user_6178,45:53.9,1,103,1,normal
user_9181,44:11.8,5,0.881969,0,brute_force
user_6168,44:11.3,8,0.398936,0,brute_force
user_5872,44:11.7,12,0.828152,0,brute_force
user_8139,47:51.9,2,221,0,normal
user_5299,45:41.9,3,91,1,normal
user_8614,46:34.9,1,144,1,normal
user_8672,44:11.3,10,0.444176,0,brute_force
user_6979,44:10.9,1,0.044532,0,brute_force
user_8652,44:11.6,12,0.649823,0,brute_force
user_4578,44:12.0,4,1.060332,0,brute_force
user_9798,44:39.9,1,29,0,normal
user_1132,44:12.2,12,1.335783,0,brute_force
user_4903,45:51.9,2,101,0,normal
user_9381,44:40.9,2,30,0,normal
user_4038,45:11.9,1,61,1,normal
user_2407,46:32.9,3,142,1,normal
user_7020,44:59.9,1,49,0,normal
user_6392,44:21.9,1,11,1,normal
user_2372,49:09.9,1,299,0,normal
user_4573,47:48.9,3,218,1,normal
user_9445,44:12.5,5,1.563057,0,brute_force
user_3387,44:12.0,5,1.148009,0,brute_force
user_9797,44:52.9,2,42,1,normal
user_2047,46:41.9,1,151,1,normal
user_7829,47:55.9,2,225,0,normal
user_7753,45:47.9,3,97,1,normal
user_8294,46:30.9,1,140,0,normal
user_2618,44:10.9,6,0.013774,0,brute_force
user_1518,47:26.9,3,196,1,normal
user_2023,45:43.9,1,93,0,normal
user_1207,48:02.9,2,232,0,normal
user_9476,47:07.9,1,177,1,normal
user_9110,47:25.9,2,195,0,normal
user_4799,48:38.9,2,268,0,normal
user_8359,45:49.9,2,99,1,normal
user_1132,44:11.9,7,0.994901,0,brute_force
user_4287,48:50.9,1,280,1,normal
user_2927,47:39.9,2,209,0,normal
user_2532,44:11.7,12,0.799974,0,brute_force
user_6230,45:33.9,1,83,0,normal
user_8011,44:12.6,3,1.726196,0,brute_force
user_8869,44:11.2,5,0.251187,0,brute_force
user_1390,44:12.2,13,1.254229,0,brute_force
user_8712,45:36.9,2,86,1,normal
user_7795,44:12.9,8,1.965412,0,brute_force
user_8382,49:05.9,1,295,0,normal
user_8294,46:01.9,2,111,0,normal
user_7185,44:12.7,3,1.811151,0,brute_force
user_5113,47:37.9,1,207,0,normal
user_5463,48:53.9,1,283,0,normal
user_1125,44:22.9,1,12,0,normal
user_3051,47:17.9,1,187,1,normal
user_4538,47:42.9,3,212,1,normal
user_3766,45:10.9,1,60,1,normal
user_2026,44:12.2,1,1.268468,0,brute_force
user_9315,44:20.9,1,10,0,normal
user_2966,44:12.0,7,1.118637,0,brute_force
user_9037,47:27.9,3,197,1,normal
user_3718,46:45.9,1,155,0,normal
user_6177,45:47.9,2,97,1,normal
user_5680,45:08.9,2,58,1,normal
user_8056,48:18.9,3,248,1,normal
user_3771,47:57.9,1,227,1,normal
user_7400,44:21.9,3,11,1,normal
user_6924,46:58.9,1,168,0,normal
user_1902,47:03.9,3,173,1,normal
user_8652,44:11.1,7,0.159474,0,brute_force
user_9907,47:14.9,1,184,1,normal
user_4578,44:12.3,7,1.391736,0,brute_force
user_4652,46:14.9,3,124,1,normal
user_8218,47:50.9,2,220,0,normal
user_7751,47:09.9,1,179,0,normal
user_7085,44:59.9,1,49,1,normal
user_1981,44:53.9,1,43,1,normal
user_3616,45:15.9,2,65,0,normal
user_1537,45:24.9,2,74,0,normal
user_2230,44:11.3,1,0.42526,0,brute_force
user_1017,46:13.9,1,123,0,normal
user_3848,46:53.9,1,163,0,normal
user_7839,45:36.9,3,86,1,normal
user_4578,44:12.7,2,1.753964,0,brute_force
user_9297,44:12.6,4,1.716147,0,brute_force
user_2322,45:19.9,1,69,0,normal
user_2568,47:44.9,2,214,1,normal
user_7104,46:29.9,2,139,0,normal
user_8452,46:14.9,1,124,1,normal
user_5263,46:44.9,1,154,1,normal
user_3452,47:25.9,2,195,0,normal
user_5866,46:35.9,1,145,1,normal
user_3697,44:11.4,4,0.457332,0,brute_force
user_7672,47:26.9,2,196,1,normal
user_5602,47:58.9,2,228,1,normal
user_5222,46:19.9,1,129,1,normal
user_2676,48:10.9,2,240,1,normal
user_9619,47:24.9,1,194,1,normal
user_7764,44:11.0,8,0.125739,0,brute_force
user_6597,45:57.9,1,107,0,normal
user_1152,44:12.3,11,1.425765,0,brute_force
user_5442,44:12.1,4,1.229021,0,brute_force
user_9678,44:12.2,4,1.282964,0,brute_force
user_5046,45:24.9,2,74,0,normal
user_2307,49:09.9,1,299,0,normal
user_7795,44:12.1,3,1.16983,0,brute_force
user_9845,48:49.9,2,279,1,normal
user_6539,46:35.9,2,145,1,normal
user_6362,47:42.9,3,212,1,normal
user_2676,48:33.9,1,263,0,normal
user_8095,48:53.9,1,283,0,normal
user_6174,45:34.9,2,84,0,normal
user_1207,44:24.9,3,14,1,normal
user_7556,44:11.1,2,0.224981,0,brute_force
user_8243,44:10.9,5,0.044495,0,brute_force
user_7751,48:45.9,2,275,1,normal
user_3112,47:03.9,3,173,1,normal
user_1895,48:08.9,1,238,1,normal
user_7424,49:03.9,1,293,0,normal
user_7326,49:05.9,3,295,1,normal
user_8041,47:13.9,2,183,0,normal
user_8552,46:46.9,1,156,1,normal
user_5079,45:50.9,1,100,1,normal
user_4257,45:16.9,3,66,1,normal
user_7414,44:11.2,10,0.301071,0,brute_force
user_6281,44:11.4,4,0.52349,0,brute_force
user_6305,48:40.9,2,270,0,normal
user_4135,44:12.3,7,1.431632,0,brute_force
user_9736,47:34.9,2,204,0,normal
user_5036,45:55.9,3,105,1,normal
user_9654,46:02.9,1,112,0,normal
user_1287,44:11.9,6,0.975914,0,brute_force
user_7254,46:52.9,2,162,1,normal
user_9118,44:11.1,6,0.212696,0,brute_force
user_8619,45:11.9,1,61,0,normal
user_7813,44:11.7,7,0.811928,0,brute_force
user_2908,44:11.4,11,0.526763,0,brute_force
user_8328,49:10.9,2,300,1,normal
user_7967,47:38.9,3,208,1,normal
user_8652,44:11.6,6,0.677502,0,brute_force
user_5337,48:25.9,1,255,1,normal
user_3697,44:11.0,14,0.134168,0,brute_force
user_5858,48:54.9,1,284,0,normal
user_4975,44:12.0,7,1.064973,0,brute_force
user_8714,45:26.9,1,76,0,normal
user_6135,44:11.9,10,0.971986,0,brute_force
user_7400,44:58.9,2,48,0,normal
user_2504,48:29.9,1,259,0,normal
user_5407,48:40.9,1,270,0,normal
user_3908,44:11.4,6,0.504961,0,brute_force
user_7556,44:12.3,13,1.360318,0,brute_force
user_5539,47:27.9,2,197,1,normal
user_7919,45:16.9,3,66,1,normal
user_9713,46:59.9,1,169,1,normal
user_8538,46:20.9,2,130,0,normal
user_5463,46:17.9,2,127,0,normal
user_2603,44:12.7,7,1.770467,0,brute_force
user_8056,49:04.9,1,294,0,normal
user_7074,44:11.2,4,0.346943,0,brute_force
user_3439,45:39.9,1,89,0,normal
user_6635,45:00.9,1,50,1,normal
user_8652,44:11.0,11,0.078279,0,brute_force
user_2026,44:12.8,8,1.873761,0,brute_force
user_2263,46:07.9,2,117,1,normal
user_8652,44:11.9,1,0.978184,0,brute_force
user_7474,44:11.1,5,0.227206,0,brute_force
user_2427,45:01.9,1,51,0,normal
user_5036,45:22.9,2,72,0,normal
user_2330,45:35.9,2,85,0,normal
user_9269,48:13.9,2,243,0,normal
user_1514,47:29.9,1,199,0,normal
user_5156,44:12.3,2,1.421789,0,brute_force
user_2200,46:14.9,2,124,0,normal
user_1616,46:07.9,1,117,0,normal
user_6494,44:12.2,9,1.268628,0,brute_force
user_7158,46:20.9,2,130,0,normal
user_6616,44:12.1,6,1.154315,0,brute_force
user_2409,45:49.9,1,99,1,normal
user_5272,46:54.9,1,164,1,normal
user_7211,47:51.9,1,221,1,normal
user_2866,48:11.9,3,241,1,normal
user_1336,44:11.8,9,0.868556,0,brute_force
user_8594,48:47.9,1,277,0,normal
user_4797,48:58.9,3,288,1,normal
user_3908,44:12.9,10,1.995736,0,brute_force
user_2656,48:31.9,1,261,0,normal
user_1417,47:12.9,2,182,0,normal
user_8149,48:12.9,1,242,1,normal
user_5297,44:12.0,6,1.059128,0,brute_force
user_1274,44:11.6,6,0.694787,0,brute_force
user_7401,44:11.6,4,0.71993,0,brute_force
user_5156,44:12.2,9,1.321184,0,brute_force
user_5858,45:29.9,2,79,1,normal
user_4069,48:55.9,1,285,0,normal
user_7813,44:12.5,10,1.557985,0,brute_force
user_6596,47:34.9,2,204,1,normal
user_2807,48:20.9,1,250,0,normal
user_9249,46:00.9,1,110,0,normal
user_4053,47:38.9,3,208,1,normal
user_9118,44:12.1,4,1.18676,0,brute_force
user_1390,44:12.8,5,1.872709,0,brute_force
user_1222,47:21.9,2,191,0,normal
user_2504,47:49.9,2,219,0,normal
user_4461,44:20.9,1,10,1,normal
user_6499,47:40.9,2,210,1,normal
user_4324,44:11.2,8,0.323804,0,brute_force
user_1664,48:38.9,3,268,1,normal
user_9416,46:52.9,2,162,0,normal
user_3542,44:11.4,7,0.489634,0,brute_force
user_2968,45:09.9,2,59,1,normal
user_3297,48:52.9,1,282,0,normal
user_2532,44:11.9,10,0.993933,0,brute_force
user_2582,48:37.9,2,267,0,normal
user_6351,44:32.9,3,22,1,normal
user_8011,44:12.1,5,1.176182,0,brute_force
user_3419,47:07.9,2,177,0,normal
user_1583,44:37.9,3,27,1,normal
user_2925,44:11.1,4,0.195336,0,brute_force
user_1754,47:55.9,1,225,0,normal
user_3387,44:11.8,8,0.902078,0,brute_force
user_1656,48:50.9,3,280,1,normal
user_9688,48:20.9,3,250,1,normal
user_8672,44:12.8,6,1.90988,0,brute_force
user_4847,48:58.9,1,288,0,normal
user_8011,44:12.8,6,1.893732,0,brute_force
user_7757,48:48.9,1,278,0,normal
user_3591,44:11.1,6,0.230327,0,brute_force
user_4085,44:12.5,10,1.64574,0,brute_force
user_4578,44:12.6,12,1.677626,0,brute_force
user_8538,46:17.9,1,127,0,normal
user_1132,44:12.6,9,1.709383,0,brute_force
user_7414,44:11.6,15,0.710003,0,brute_force
user_4529,46:17.9,1,127,0,normal
user_5328,48:42.9,2,272,1,normal
user_7713,49:00.9,1,290,0,normal
user_2582,45:21.9,1,71,0,normal
user_9998,48:17.9,1,247,0,normal
user_2618,44:12.6,7,1.714979,0,brute_force
user_6007,44:12.1,4,1.22011,0,brute_force
user_3302,48:51.9,2,281,0,normal
user_2494,48:54.9,1,284,0,normal
user_4390,47:37.9,1,207,1,normal
user_5297,48:49.9,1,279,0,normal
user_1152,44:12.0,5,1.102459,0,brute_force
user_9927,48:18.9,1,248,0,normal
user_8340,45:24.9,1,74,0,normal
user_1333,46:09.9,1,119,0,normal
user_1372,48:45.9,3,275,1,normal
user_7230,48:15.9,1,245,0,normal
user_8218,48:45.9,1,275,0,normal
user_6029,44:11.4,1,0.530268,0,brute_force
user_1417,45:18.9,1,68,0,normal
user_9721,48:29.9,3,259,1,normal
user_7031,48:46.9,2,276,1,normal
user_2427,45:09.9,1,59,0,normal
user_6993,45:45.9,1,95,0,normal
user_3729,48:18.9,1,248,0,normal
user_7282,44:11.4,11,0.47194,0,brute_force
user_5124,45:43.9,1,93,0,normal
user_1597,44:11.1,6,0.15625,0,brute_force
user_9654,48:16.9,3,246,1,normal
user_4806,48:10.9,2,240,0,normal
user_5872,44:10.9,9,0.042626,0,brute_force
user_1203,48:27.9,1,257,0,normal
user_4858,47:14.9,2,184,1,normal
user_3284,45:54.9,1,104,1,normal
user_7758,48:24.9,2,254,1,normal
user_9297,44:12.2,1,1.262186,0,brute_force
user_4317,46:29.9,3,139,1,normal
user_9852,47:11.9,2,181,0,normal
user_2925,44:12.8,7,1.887547,0,brute_force
user_8869,44:12.8,6,1.878974,0,brute_force
user_2608,44:11.9,5,0.985379,0,brute_force
user_8514,44:12.7,1,1.799695,0,brute_force
user_8617,44:11.3,4,0.411422,0,brute_force
user_1445,49:09.9,3,299,1,normal
user_5977,47:21.9,3,191,1,normal
user_7876,49:01.9,1,291,1,normal
user_7839,47:18.9,2,188,0,normal
user_6644,45:33.9,2,83,1,normal
user_3587,44:12.0,1,1.082345,0,brute_force
user_4799,46:33.9,3,143,1,normal
user_6696,44:57.9,2,47,1,normal
user_1126,44:12.4,5,1.462457,0,brute_force
user_2884,44:51.9,3,41,1,normal
user_7622,45:48.9,3,98,1,normal
user_6993,48:35.9,2,265,1,normal
user_7624,47:19.9,2,189,0,normal
user_8842,47:13.9,1,183,0,normal
user_5432,45:06.9,1,56,0,normal
user_8881,47:49.9,2,219,0,normal
user_3297,47:07.9,2,177,0,normal
user_9852,44:52.9,1,42,0,normal
user_9569,47:49.9,2,219,1,normal
user_1390,44:11.0,14,0.138035,0,brute_force
user_8670,45:34.9,2,84,1,normal
user_7782,45:30.9,2,80,0,normal
user_2365,45:31.9,2,81,0,normal
user_1957,48:07.9,1,237,1,normal
user_5072,47:28.9,2,198,0,normal
user_7409,44:12.1,14,1.188582,0,brute_force
user_6719,47:21.9,1,191,1,normal
user_6362,47:27.9,2,197,0,normal
user_8233,44:29.9,1,19,1,normal
user_1537,44:29.9,1,19,0,normal
user_4913,45:24.9,2,74,0,normal
user_7074,44:11.4,10,0.473753,0,brute_force
user_3542,44:12.1,9,1.18693,0,brute_force
user_2608,44:11.3,8,0.385067,0,brute_force
user_9297,44:12.7,9,1.822739,0,brute_force
user_6562,48:54.9,1,284,0,normal
user_2336,45:21.9,2,71,1,normal
user_7409,44:11.7,10,0.824224,0,brute_force
user_8380,44:11.8,4,0.932084,0,brute_force
user_1372,46:22.9,1,132,0,normal
user_9859,47:16.9,1,186,1,normal
user_1377,46:21.9,1,131,0,normal
user_5693,44:11.1,5,0.238565,0,brute_force
user_2658,44:11.2,9,0.281382,0,brute_force
user_1242,44:49.9,1,39,1,normal
user_1826,46:33.9,3,143,1,normal
user_7176,46:12.9,2,122,0,normal
user_7363,45:28.9,1,78,0,normal
user_1761,45:45.9,1,95,1,normal
user_6632,48:32.9,2,262,0,normal
user_6063,44:40.9,2,30,1,normal
user_5385,46:41.9,1,151,1,normal
user_1152,44:12.5,14,1.588879,0,brute_force
user_1664,47:51.9,2,221,0,normal
user_3379,45:11.9,2,61,1,normal
user_7764,44:11.8,11,0.857288,0,brute_force
user_6029,44:12.0,3,1.109627,0,brute_force
user_3697,44:12.3,2,1.447156,0,brute_force
user_7115,48:36.9,2,266,1,normal
user_6159,44:12.6,3,1.698405,0,brute_force
user_8604,44:57.9,1,47,0,normal
user_9613,45:20.9,1,70,0,normal
user_3697,44:11.9,10,1.043048,0,brute_force
user_3067,48:31.9,1,261,0,normal
user_7326,44:20.9,2,10,0,normal
user_9725,45:45.9,1,95,1,normal
user_4094,44:33.9,1,23,0,normal
user_3550,45:26.9,2,76,1,normal
user_8574,48:39.9,2,269,0,normal
user_8271,46:21.9,2,131,0,normal
user_6493,49:03.9,2,293,0,normal
user_1274,44:11.4,4,0.509382,0,brute_force
user_3302,45:31.9,1,81,0,normal
user_7953,44:51.9,1,41,0,normal
user_8781,46:17.9,3,127,1,normal
user_4984,48:05.9,2,235,0,normal
user_7803,44:11.5,1,0.614449,0,brute_force
user_6537,44:12.8,2,1.863495,0,brute_force
user_5355,46:32.9,1,142,1,normal
user_8692,46:46.9,2,156,1,normal
user_3729,45:52.9,2,102,1,normal
user_8841,47:09.9,2,179,0,normal
user_8135,48:18.9,2,248,0,normal
user_9710,48:23.9,2,253,0,normal
user_5156,44:12.2,7,1.273918,0,brute_force
